,magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,depth,latitude,longitude,day,evening,morning,night,Mi,mb,md,ml,ms,mw,mwb,mwc,mww,ak,at,ci,duputel,hv,nc,nn,official,pt,us,uw
638,6.7,6,6,0,972,468,0.0,37.7,23.0,13.554,-90.618,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
639,6.9,0,7,0,732,305,0.0,15.3,10.0,-7.306,155.741,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
640,6.6,0,7,0,670,251,0.0,16.0,10.0,-7.169,155.777,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
641,8.1,9,8,0,1025,439,0.0,14.7,24.0,-8.466,157.043,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
642,6.7,7,8,0,782,493,0.0,23.9,8.0,37.336,136.588,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
643,7.1,3,6,0,779,426,0.0,25.3,34.0,-20.617,169.357,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
644,6.7,0,6,0,691,253,0.0,40.3,12.0,-1.034,126.976,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
645,7.5,6,5,0,874,570,0.0,21.6,22.0,1.065,126.282,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
646,8.1,4,5,0,1034,606,0.0,14.0,10.0,46.243,154.524,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
647,6.9,6,7,0,798,466,0.0,31.6,10.0,21.974,120.493,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
648,7.1,8,7,0,1023,744,0.0,29.1,10.0,21.799,120.547,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
649,8.3,4,7,0,1064,576,0.0,20.9,10.0,46.592,153.266,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
650,6.6,0,6,0,670,352,0.0,18.6,11.0,-6.482,151.195,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
651,6.7,5,6,0,732,444,0.0,53.4,23.0,-13.457,-76.677,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
652,6.7,5,6,0,692,533,0.0,15.6,32.0,-5.881,150.982,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
653,6.7,8,9,0,1481,43,0.0,124.0,38.182,19.877,-155.935,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,6.9,3,3,0,737,702,0.0,20.9,28.0,-16.592,-172.033,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
655,6.8,0,6,0,711,459,0.0,28.4,38.0,-6.759,155.512,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
656,6.5,0,6,0,650,700,0.0,47.4,43.0,51.148,157.522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
657,6.8,5,5,0,713,551,0.0,26.2,150.0,-15.798,167.789,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
658,7.7,7,5,0,947,357,0.0,36.8,20.0,-9.284,107.419,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
659,6.5,0,6,0,650,477,0.0,20.3,34.0,-5.724,151.133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
660,6.6,0,7,0,670,548,0.0,28.0,19.0,60.772,165.743,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
661,6.8,4,5,0,719,701,0.0,16.3,12.0,0.093,97.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
662,8.0,7,7,0,1013,626,0.0,20.7,55.0,-20.187,-174.123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
663,8.0,8,9,0,1026,0,0.0,0.0,60.5,-19.99,-173.907,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
664,6.5,7,7,0,653,282,0.0,46.3,12.0,-27.211,-71.056,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
665,6.7,6,7,0,696,277,0.0,25.6,12.0,-27.017,-71.022,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
666,6.6,0,8,0,670,645,0.0,28.4,11.0,60.491,167.516,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
667,7.6,0,8,0,889,579,0.0,18.5,22.0,60.949,167.089,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
668,6.5,3,5,0,654,247,0.0,25.5,14.0,-16.527,176.989,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
669,6.7,0,7,0,691,306,0.0,21.3,30.1,-3.595,127.214,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
670,7.0,5,9,0,891,412,0.0,23.2,11.0,-21.324,33.583,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
671,6.7,7,6,0,934,769,0.0,19.7,66.0,36.311,23.212,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
672,6.6,7,6,0,703,323,0.0,48.2,14.0,28.164,-112.117,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
673,6.5,6,5,0,721,529,0.0,20.5,224.6,36.357,71.093,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
674,6.8,5,7,0,744,561,0.0,20.0,22.0,-6.224,29.83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
675,6.5,4,5,0,683,464,0.0,48.8,29.0,38.089,142.122,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
676,6.5,3,6,0,651,358,0.0,20.7,21.0,2.164,96.786,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
677,6.8,0,6,0,711,509,0.0,30.1,147.0,-22.361,-67.895,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
678,7.6,9,9,0,1267,724,0.0,21.1,26.0,34.539,73.588,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
679,6.6,0,6,0,670,402,0.0,17.7,25.0,-5.437,151.84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
680,7.5,8,7,0,1018,696,0.0,26.2,115.0,-5.678,-76.398,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
681,7.6,5,7,0,891,502,0.0,20.0,90.0,-4.539,153.474,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
682,7.2,7,7,0,1104,698,0.0,19.6,36.0,38.276,142.039,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
683,7.2,4,5,0,808,636,0.0,26.4,16.0,7.92,92.19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
684,6.7,3,6,0,693,398,0.0,22.3,21.0,1.819,97.082,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
685,6.6,6,5,0,719,446,0.0,21.1,27.0,11.245,-86.172,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
686,7.2,5,4,0,1318,420,0.0,31.4,16.0,41.292,-125.953,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
687,7.8,8,7,0,1020,714,0.0,16.1,115.6,-19.987,-69.197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
688,6.9,5,7,0,740,635,0.0,26.0,30.0,1.989,97.041,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
689,6.7,6,5,0,731,695,0.0,20.9,34.0,0.587,98.459,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
690,6.5,3,6,0,657,478,0.0,21.2,30.0,-1.714,99.779,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
691,6.7,5,6,0,717,656,0.0,21.2,19.0,-1.644,99.607,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
692,8.6,0,8,0,1138,510,0.0,22.1,30.0,2.085,97.108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
693,6.6,8,7,0,805,401,0.0,22.9,10.0,33.807,130.131,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
694,7.1,0,5,0,776,569,0.0,18.1,201.7,-6.527,129.933,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
695,6.8,0,6,0,711,444,0.0,33.8,36.0,2.908,95.592,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
696,6.5,0,7,0,650,371,0.0,31.8,10.0,-5.562,122.129,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
697,6.5,3,5,0,652,286,0.0,47.3,39.7,4.756,126.421,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
698,6.7,0,4,0,691,457,0.0,30.2,206.3,-14.252,167.259,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
699,7.1,7,3,0,782,640,0.0,26.4,525.0,5.293,123.337,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
700,6.6,6,4,0,676,225,0.0,78.5,27.8,34.064,141.491,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
701,6.6,0,5,0,670,353,0.0,31.9,16.1,8.879,92.375,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
702,7.2,5,6,0,802,385,0.0,27.9,39.2,6.91,92.958,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
703,9.1,0,8,0,1274,601,0.0,22.0,30.0,3.295,95.982,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
704,8.1,0,5,0,1009,331,0.0,59.3,10.0,-49.312,161.345,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
705,6.8,5,6,0,858,639,0.0,21.8,10.0,18.958,-81.409,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
706,6.8,4,7,0,724,759,0.0,23.6,35.0,42.9,145.228,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
707,7.0,4,7,0,771,929,0.0,23.9,39.0,43.006,145.119,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
708,7.1,0,7,0,776,439,0.0,28.8,10.0,-3.609,135.404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
709,7.1,5,5,0,782,585,0.0,14.7,10.0,-46.676,164.721,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
710,7.2,8,8,0,820,708,0.0,50.2,15.0,4.695,-77.508,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
711,7.5,5,7,0,870,301,0.0,33.8,10.0,-8.152,124.868,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
712,6.7,0,6,0,691,233,0.0,21.5,10.0,-11.128,162.208,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
713,6.7,7,4,0,703,459,0.0,37.3,10.0,49.277,-128.772,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
714,6.6,0,8,0,670,782,0.0,37.0,16.0,37.226,138.779,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
715,6.7,5,6,0,705,698,0.0,24.7,94.0,24.53,122.694,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
716,7.0,0,6,0,754,441,0.0,32.2,35.0,11.422,-86.665,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
717,6.5,5,5,0,665,526,0.0,18.3,105.0,13.925,120.534,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
718,6.8,0,6,0,711,545,0.0,15.7,36.0,-10.951,162.161,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
719,6.6,0,4,0,670,478,0.0,29.8,10.0,33.205,137.227,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
720,7.4,0,5,0,842,594,0.0,27.5,10.0,33.184,137.071,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
721,7.2,0,5,0,798,643,0.0,28.4,14.0,33.07,136.618,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
722,6.5,0,7,0,650,349,0.0,30.1,5.0,-35.173,-70.525,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
723,6.5,0,7,0,650,305,0.0,39.0,13.4,-0.443,133.091,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
724,6.9,0,5,0,732,798,0.0,31.2,188.6,55.682,160.003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
725,6.6,0,7,0,670,282,0.0,46.9,21.0,-37.695,-73.406,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
726,6.7,0,5,0,691,386,0.0,27.6,65.8,-9.362,122.839,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
727,6.5,0,4,0,650,424,0.0,29.9,228.4,-13.174,167.198,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
728,6.6,0,4,0,670,728,0.0,18.3,187.1,36.512,71.029,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
729,6.7,0,7,0,691,256,0.0,33.3,25.7,-3.665,135.339,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
730,7.3,0,7,0,820,390,0.0,23.0,10.0,-4.003,135.023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
731,7.0,0,7,0,754,367,0.0,33.0,16.6,-3.615,135.538,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
732,6.7,0,6,0,691,243,0.0,42.5,17.4,-3.12,127.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
733,7.3,0,4,0,820,235,0.0,46.6,10.0,-22.015,169.766,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
734,6.6,0,9,0,670,552,0.0,44.8,10.0,28.995,58.311,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
735,6.5,0,6,0,650,405,0.0,48.4,33.0,8.416,-82.824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
736,6.5,7,9,0,1390,65,0.04685,71.0,8.382,35.7005,-121.101,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
737,6.8,0,7,0,711,447,0.0,27.7,10.0,23.039,121.362,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
738,6.6,0,6,0,670,384,0.0,25.1,35.0,-5.581,150.88,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
739,6.5,0,6,0,650,487,0.0,45.9,35.0,12.025,125.416,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
740,6.6,0,5,0,670,475,0.0,26.2,113.7,-19.262,168.892,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
741,7.0,0,5,0,754,568,0.0,61.2,10.0,37.812,142.619,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
742,6.7,0,6,0,691,556,0.0,55.4,32.0,42.648,144.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
743,6.7,0,7,0,691,643,0.0,24.5,10.0,50.211,87.721,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
744,6.5,0,5,0,650,586,0.0,71.3,25.0,42.45,144.38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
745,7.3,0,7,0,820,667,0.0,24.5,16.0,50.038,87.813,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
746,7.4,0,7,0,842,514,0.0,78.8,33.0,41.774,143.593,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
747,8.16,0,9,0,1024,0,0.0,0.0,27.0,41.815,143.91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
748,6.6,0,7,0,670,518,0.0,24.7,10.0,19.917,95.672,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
749,7.2,0,7,0,798,428,0.0,17.5,28.0,-45.104,167.144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
750,7.6,0,6,0,889,315,0.0,25.2,10.0,-60.532,-43.411,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
751,6.5,0,6,0,650,156,0.0,31.4,33.0,-3.828,152.174,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
752,6.8,0,7,0,711,398,0.0,39.1,33.0,-30.608,-71.637,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
753,6.9,0,5,0,732,733,0.0,26.7,174.8,55.492,159.999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
754,6.6,0,6,0,670,419,0.0,27.8,33.0,-5.095,152.502,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
755,7.0,0,6,0,754,473,0.0,30.3,31.0,2.354,128.855,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
756,7.0,0,7,0,754,690,0.0,19.1,68.0,38.849,141.568,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
757,6.8,0,9,0,711,534,0.0,19.4,12.0,36.964,3.634,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
758,6.5,0,7,0,650,247,0.0,28.7,33.0,-8.294,120.743,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
759,6.8,0,7,0,711,431,0.0,38.4,40.2,-4.694,153.238,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
760,7.6,0,7,0,889,551,0.0,0.0,24.0,18.77,-104.104,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
761,6.5,0,6,0,650,316,0.0,0.0,24.0,13.626,-90.774,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
762,7.3,0,6,0,820,457,0.0,0.0,33.0,-10.491,160.77,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
763,6.7,0,5,0,691,323,0.0,0.0,71.9,-5.311,153.701,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
764,6.7,0,6,0,691,453,0.0,0.0,34.0,-4.786,153.275,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
765,7.9,8,9,0,1750,0,0.0,0.0,4.2,63.5141,-147.453,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
766,7.4,0,7,0,842,418,0.0,0.0,30.0,2.824,96.085,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
767,6.6,0,7,0,670,0,0.0,0.0,4.2,63.5144,-147.912,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768,6.7,0,7,0,691,250,0.0,0.0,10.0,-1.511,133.973,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
769,7.6,0,7,0,889,375,0.0,0.0,10.0,-1.757,134.297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
770,6.5,0,6,0,650,646,0.0,0.0,21.0,13.036,93.068,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
771,7.6,0,7,0,889,428,0.0,0.0,13.0,-3.302,142.945,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
772,6.5,0,4,0,650,260,0.0,0.0,30.0,14.101,146.199,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
773,6.5,0,7,0,650,533,0.0,0.0,10.0,7.929,-82.793,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
774,6.5,0,8,0,650,555,0.0,0.0,10.0,35.626,49.047,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
775,6.6,0,7,0,670,420,0.0,0.0,54.0,-30.805,-71.124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
776,6.7,0,5,0,691,272,0.0,0.0,33.0,-12.592,166.383,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
777,7.1,0,7,0,776,257,0.0,0.0,85.7,13.088,144.619,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
778,6.7,0,7,0,691,462,0.0,0.0,62.0,-27.535,-70.586,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
779,6.8,0,6,0,711,292,0.0,0.0,24.9,16.985,-100.865,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
780,7.1,0,6,0,776,550,0.0,0.0,32.8,24.279,122.179,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
781,6.5,0,5,0,650,486,0.0,0.0,125.1,-21.663,-68.329,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
782,7.5,0,7,0,865,321,0.0,0.0,31.0,6.033,124.249,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
783,7.4,0,5,0,842,138,0.0,0.0,225.6,36.502,70.482,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
784,6.6,0,6,0,670,444,0.0,0.0,39.0,-5.345,151.248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
785,6.5,0,7,0,650,482,0.0,0.0,5.0,38.573,31.271,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
786,6.7,0,8,0,691,333,0.0,0.0,11.0,-3.212,142.427,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
787,6.6,0,6,0,670,386,0.0,0.0,10.0,-17.664,168.004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
788,7.2,0,6,0,798,427,0.0,0.0,21.0,-17.6,167.856,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
789,6.8,0,7,0,711,385,0.0,0.0,16.0,-9.613,159.53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
790,6.8,0,5,0,711,499,0.0,0.0,14.0,23.954,122.734,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
791,6.5,0,5,0,650,605,0.0,0.0,123.8,39.402,141.089,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
792,7.8,0,9,0,936,368,0.0,0.0,10.0,35.946,90.541,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
793,7.0,0,7,0,754,254,0.0,0.0,33.0,-5.912,150.196,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
794,7.5,0,6,0,865,234,0.0,0.0,33.0,-4.102,123.907,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
795,7.0,0,6,0,754,482,0.0,0.0,37.0,12.686,144.98,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
796,6.5,0,6,0,650,174,0.0,0.0,33.0,-0.578,133.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
797,6.6,6,6,0,754,0,0.0,0.0,131.8,58.775,-154.701,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,6.5,0,8,0,650,483,0.0,0.0,10.0,39.059,24.244,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
799,7.6,0,7,0,889,398,0.0,0.0,33.0,-17.543,-72.077,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
800,6.6,0,7,0,670,324,0.0,0.0,62.0,-16.086,-73.987,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
